id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
115068246,,9600.0,9600.0,9600.0, 36 months, 13.59%,326.2,C,C2,HR Generalist,5 years,MORTGAGE,67500.0,Source Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=115068246,,credit_card,Credit card refinancing,483xx,MI,23.91,0.0,Oct-1994,685.0,689.0,0.0,,76.0,16.0,1.0,10495.0,22%,30.0,f,8715.19,8715.19,1297.55,1297.55,884.81,412.74,0.0,0.0,0.0,Dec-2017,326.2,Jan-2018,Dec-2017,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,173023.0,0.0,2.0,1.0,2.0,8.0,35516.0,83.0,0.0,2.0,3499.0,51.0,47695.0,0.0,0.0,0.0,4.0,12359.0,22727.0,30.1,0.0,0.0,22.0,273.0,15.0,8.0,3.0,24.0,,21.0,,0.0,5.0,8.0,5.0,12.0,2.0,13.0,25.0,8.0,16.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,225995.0,46011.0,32500.0,43000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
113497857,,9000.0,9000.0,9000.0, 36 months, 16.02%,316.51,C,C5,Chief Human Resources Officer,2 years,MORTGAGE,110000.0,Not Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=113497857,,credit_card,Credit card refinancing,852xx,AZ,30.43,2.0,Mar-2003,685.0,689.0,0.0,5.0,,21.0,0.0,19960.0,32.6%,59.0,w,8198.69,8198.69,1318.11,1318.11,801.31,516.8,0.0,0.0,0.0,Dec-2017,316.51,Jan-2018,Dec-2017,679.0,675.0,0.0,,1.0,Individual,,,,0.0,0.0,156327.0,3.0,4.0,2.0,5.0,2.0,136367.0,61.0,1.0,2.0,3669.0,49.0,61200.0,1.0,12.0,1.0,8.0,7816.0,20694.0,39.8,0.0,0.0,126.0,129.0,1.0,1.0,3.0,1.0,,4.0,5.0,0.0,6.0,9.0,8.0,8.0,32.0,16.0,24.0,9.0,21.0,0.0,0.0,0.0,3.0,96.6,12.5,0.0,0.0,231741.0,156327.0,34400.0,170541.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114509272,,21600.0,21600.0,21600.0, 60 months, 15.05%,514.43,C,C4,Assistant Nurse Manager,10+ years,MORTGAGE,88000.0,Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114509272,,other,Other,270xx,NC,15.57,2.0,Nov-1981,690.0,694.0,1.0,5.0,,13.0,0.0,11001.0,18.3%,39.0,w,20607.4,20607.4,2039.66,2039.66,992.6,1047.06,0.0,0.0,0.0,Dec-2017,514.43,Jan-2018,Dec-2017,679.0,675.0,0.0,,1.0,Individual,,,,0.0,0.0,145006.0,1.0,2.0,1.0,2.0,4.0,40970.0,72.0,0.0,0.0,8999.0,44.0,60200.0,0.0,3.0,1.0,2.0,14501.0,45301.0,16.6,0.0,0.0,142.0,179.0,26.0,4.0,3.0,58.0,5.0,4.0,5.0,0.0,1.0,3.0,5.0,17.0,13.0,8.0,21.0,3.0,13.0,0.0,0.0,0.0,1.0,94.9,0.0,0.0,0.0,248013.0,51971.0,54300.0,56878.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114162137,,4075.0,4075.0,4075.0, 36 months,  7.97%,127.64,A,A5,Front desk ,< 1 year,RENT,40000.0,Not Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114162137,,credit_card,Credit card refinancing,953xx,CA,26.22,0.0,Jan-2013,740.0,744.0,0.0,,,5.0,0.0,5444.0,35.1%,7.0,w,3668.67,3668.67,508.76,508.76,406.33,102.43,0.0,0.0,0.0,Dec-2017,127.64,Jan-2018,Dec-2017,759.0,755.0,0.0,,1.0,Individual,,,,0.0,0.0,40722.0,1.0,1.0,0.0,1.0,21.0,35278.0,,1.0,1.0,3569.0,35.0,15500.0,2.0,1.0,0.0,2.0,8144.0,4652.0,44.6,0.0,0.0,54.0,50.0,2.0,2.0,0.0,43.0,,22.0,,0.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,59925.0,40722.0,8400.0,44425.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114073463,,35000.0,35000.0,35000.0, 60 months, 10.91%,759.42,B,B4,Sr Investment Analyst,10+ years,MORTGAGE,215000.0,Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114073463,,credit_card,Credit card refinancing,117xx,NY,17.65,0.0,Aug-1990,705.0,709.0,2.0,,,17.0,0.0,106840.0,79%,35.0,w,33210.94,33210.94,3016.47,3016.47,1789.06,1227.41,0.0,0.0,0.0,Dec-2017,759.42,Jan-2018,Oct-2017,694.0,690.0,0.0,,1.0,Individual,,,,0.0,0.0,617496.0,3.0,2.0,1.0,1.0,6.0,39300.0,79.0,2.0,3.0,36729.0,79.0,135524.0,0.0,0.0,1.0,5.0,36323.0,10542.0,95.0,0.0,0.0,213.0,323.0,0.0,0.0,4.0,0.0,,6.0,,0.0,10.0,14.0,15.0,15.0,9.0,14.0,24.0,12.0,17.0,,0.0,0.0,3.0,100.0,80.0,0.0,0.0,672888.0,146140.0,105424.0,50007.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
115069193,,10000.0,10000.0,10000.0, 36 months,  7.21%,309.74,A,A3,Payroll,9 years,MORTGAGE,64000.0,Not Verified,Aug-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=115069193,,debt_consolidation,Debt consolidation,296xx,SC,16.8,0.0,Nov-2000,735.0,739.0,0.0,,,11.0,0.0,18460.0,67.6%,24.0,w,8992.34,8992.34,1234.95,1234.95,1007.66,227.29,0.0,0.0,0.0,Dec-2017,309.74,Jan-2018,Dec-2017,724.0,720.0,0.0,,1.0,Individual,,,,0.0,0.0,140213.0,0.0,2.0,1.0,3.0,7.0,37295.0,86.0,1.0,2.0,14324.0,79.0,27300.0,2.0,0.0,1.0,6.0,12747.0,5540.0,76.9,0.0,0.0,134.0,200.0,7.0,7.0,4.0,7.0,,7.0,,0.0,3.0,3.0,3.0,5.0,10.0,7.0,10.0,3.0,11.0,0.0,0.0,0.0,3.0,100.0,33.3,0.0,0.0,193717.0,55755.0,24000.0,43617.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
115054973,,28000.0,28000.0,28000.0, 60 months, 15.05%,666.86,C,C4,Teacher,10+ years,RENT,88000.0,Not Verified,Aug-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=115054973,,debt_consolidation,Debt consolidation,111xx,NY,28.31,0.0,Aug-1999,725.0,729.0,1.0,,98.0,16.0,1.0,21940.0,56%,25.0,w,0.0,0.0,28015.2194444,28015.22,28000.0,15.22,0.0,0.0,0.0,Aug-2017,28062.04,,Jul-2017,729.0,725.0,0.0,,1.0,Individual,,,,0.0,0.0,120150.0,1.0,8.0,2.0,4.0,3.0,98210.0,46.0,0.0,4.0,8997.0,49.0,39200.0,0.0,1.0,1.0,8.0,7509.0,10665.0,65.4,0.0,0.0,215.0,196.0,14.0,3.0,0.0,22.0,,0.0,,0.0,3.0,6.0,4.0,4.0,14.0,8.0,11.0,6.0,16.0,0.0,0.0,0.0,2.0,100.0,25.0,1.0,0.0,182578.0,120150.0,30800.0,143378.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114146929,,2500.0,2500.0,2500.0, 36 months, 17.09%,89.25,D,D1,Senior Bank Teller ,7 years,RENT,30000.0,Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114146929,,debt_consolidation,Debt consolidation,104xx,NY,27.04,0.0,Dec-2005,690.0,694.0,0.0,,,10.0,0.0,11792.0,38.7%,13.0,w,2280.79,2280.79,354.63,354.63,219.21,135.42,0.0,0.0,0.0,Dec-2017,89.25,Jan-2018,Dec-2017,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,18382.0,1.0,1.0,1.0,1.0,9.0,6590.0,82.0,1.0,3.0,2937.0,48.0,30500.0,1.0,0.0,1.0,4.0,2042.0,4695.0,50.6,0.0,0.0,9.0,139.0,2.0,2.0,0.0,2.0,,9.0,,0.0,3.0,6.0,5.0,6.0,1.0,9.0,12.0,6.0,10.0,0.0,0.0,0.0,2.0,100.0,25.0,0.0,0.0,38500.0,18382.0,9500.0,8000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114187236,,29825.0,29825.0,29825.0, 60 months, 15.05%,710.32,C,C4,Analyst,5 years,MORTGAGE,95000.0,Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114187236,,debt_consolidation,Debt consolidation,206xx,MD,22.37,1.0,Sep-2002,690.0,694.0,0.0,10.0,,8.0,0.0,17193.0,75.7%,16.0,w,28454.42,28454.42,2941.03,2941.03,1370.58,1570.45,0.0,0.0,0.0,Dec-2017,710.32,Jan-2018,Dec-2017,694.0,690.0,0.0,,1.0,Individual,,,,0.0,0.0,215850.0,0.0,2.0,0.0,0.0,29.0,34583.0,65.0,0.0,1.0,9972.0,70.0,22700.0,0.0,0.0,1.0,2.0,26981.0,3283.0,79.1,0.0,0.0,114.0,178.0,22.0,11.0,3.0,119.0,,12.0,,0.0,3.0,5.0,3.0,5.0,5.0,5.0,8.0,5.0,8.0,0.0,0.0,0.0,1.0,93.8,33.3,0.0,0.0,252461.0,51776.0,15700.0,63988.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114509976,,5000.0,5000.0,5000.0, 36 months, 13.59%,169.9,C,C2,Surveillance supervisor,4 years,OWN,45000.0,Not Verified,Jul-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114509976,,debt_consolidation,Debt consolidation,156xx,PA,6.67,0.0,Jun-1996,680.0,684.0,1.0,45.0,,5.0,0.0,8521.0,46.1%,21.0,w,0.0,0.0,5052.845,5052.85,5000.0,52.84,0.0,0.0,0.0,Sep-2017,5056.63,,Aug-2017,689.0,685.0,0.0,45.0,1.0,Individual,,,,0.0,0.0,8521.0,2.0,0.0,0.0,0.0,25.0,0.0,,4.0,5.0,4408.0,46.0,18500.0,0.0,0.0,1.0,5.0,1704.0,9479.0,47.3,0.0,0.0,136.0,253.0,2.0,2.0,0.0,3.0,,3.0,,3.0,3.0,3.0,4.0,8.0,11.0,5.0,10.0,3.0,5.0,0.0,0.0,0.0,4.0,85.7,0.0,0.0,0.0,18500.0,8521.0,18000.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
115034110,,4500.0,4500.0,4500.0, 36 months, 16.02%,158.26,C,C5,Front desk lead,10+ years,RENT,43000.0,Not Verified,Aug-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=115034110,,major_purchase,Major purchase,750xx,TX,13.56,0.0,Mar-2006,670.0,674.0,1.0,,,10.0,0.0,6838.0,67%,14.0,w,4099.33,4099.33,625.03,625.03,400.67,224.36,0.0,0.0,0.0,Dec-2017,158.26,Jan-2018,Dec-2017,674.0,670.0,0.0,,1.0,Individual,,,,0.0,0.0,11571.0,0.0,1.0,2.0,2.0,10.0,4733.0,79.0,1.0,1.0,2039.0,71.0,10200.0,1.0,0.0,3.0,3.0,1446.0,0.0,100.2,0.0,0.0,110.0,136.0,8.0,8.0,0.0,109.0,,2.0,,0.0,4.0,6.0,4.0,4.0,5.0,9.0,9.0,6.0,10.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,16200.0,11571.0,5300.0,6000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
